product_name,brands,ingredients_text,
"Healthy Choice Classics Complete Meals Frozen Dinner, Classic Meat Loaf, 12 Ounce, 12 OZ",,"Meat Loaf With Glaze (Meat Loaf [Beef, Pork, Water, Onions, Rolled Oats, Textured Soy Protein Concentrate {Soy Protein Concentrate, Caramel Color}, Contains 2% Or Less Of: Green Bell Pepper, Rochester Sauce {Distilled Vinegar, Corn Syrup, Water, Salt, Garlic Powder, Spices, Tamarind, Natural Flavor}, Beef Flavor {Contains Beef Extract, Yeast Extract, Salt, Flavor, Maltodextrin, Lactic Acid, Citric Acid}, Soy Sauce {Water, Wheat, Soybeans, Salt, Alcohol, Vinegar, Lactic Acid}, Nonfat Dry Milk {Nonfat Dry Milk, Vitamin A, Vitamin D}, Potassium Chloride, Flavorings, Salt, Caramel Color, Whole Eggs, Soy Lecithin], Glaze [Ketchup {Water, Tomato Paste, High Fructose Corn Syrup, Distilled Vinegar, Corn Syrup, Salt, Onion Powder, Garlic Powder, Natural Flavors}, Water, Soy Protein Concentrate, Soy Lecithin]), Mashed Potatoes (Water, Potatoes, Dehydrated Potato Granules, Contains 2% Or Less Of: Butter [Cream, Salt], Soybean Oil, Nonfat Dry Milk, Potassium Chloride, Sea Salt, Mono - And Diglycerides, Black Pepper, Citric Acid, Disodium Dihydrogen Pyrophosphate [To Protect Color], Xanthan Gum, Guar Gum, BHT, Sodium Bisulfite), Corn, Gravy (Water, Modified Corn Starch, Onions, Contains 2% Or Less Of: Beef Flavor [Cooked Beef, Yeast Extract, Beef Tallow, Beef Extract, Flavoring, Salt, Sugar, Vegetable Juice Concentrates {Onion, Carrot, Celery}, Lactic Acid], Tomato Paste, Burgundy Wine, Sugar, Potassium Chloride, Canola Oil, Garlic, Sea Salt, Butter [Cream, Salt], Black Pepper), Apples (Citric Acid And Ascorbic Acid To Retain Color), Water, Brown Sugar, Modified Food Starch, Cream, Acetylated Monoglycerides, Salt, Alcohol, Natural Flavors. Contains: Egg, Milk, Soy, Wheat.",
"Healthy Choice Classics Complete Meals Frozen Dinner, Lemon Pepper Fish, 10.7 Ounce, 10.7 OZ",,"Seasoned Rice (Cooked Rice [Water, White Rice], Red Bell Peppers, Spinach, Olive Oil, Mustard Powder Blend [Dried Dijon Mustard {Distilled Vinegar, Mustard, Salt, White Wine, Citric Acid, Tartaric Acid, Spices}, Maltodextrin, Modified Food Starch, Natural Flavor], Garlic Powder, Natural Flavor, Potassium Chloride), Breaded Lemon Pepper Fish (Pollock, Enriched Wheat Flour [Bleached And Unbleached Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Water, Canola Oil, Sugar, Salt, Yellow Corn Flour, Dried Garlic, Modified Corn Starch, Dried Onion, Whey, Spices, Citric Acid, Yeast Extract, Yeast, Natural Flavors, Maltodextrin, Lemon Peel, Soy Flour, Soybean Oil, Gum Arabic, Guar Gum, Annatto [Color], Sodium Caseinate, Sodium Bicarbonate, Dextrose, Buttermilk, Cream, Turmeric Extract [Color], Caramel Color, Extractives Of Paprika), Broccoli, Apples (Citric Acid And Ascorbic Acid To Retain Color), Water, Brown Sugar, Modified Food Starch, Cream, Acetylated Monoglycerides, Salt, Alcohol, Natural Flavors. Contains: Fish (Pollock), Milk, Soy, Wheat.",
"HEALTHY CHOICE Beef Pot Roast Complete Meal, 11 OZ",,"Seasoned cooked beef strips and binder product (beef, water, contains 2% or less of: caramel color, dextrose, seasoning [natural flavor, salt, maltodextrin, dried whey, dried cauliflower, sesame oil], modified corn starch, potassium chloride, potassium phosphate, salt, sodium phosphates, spice extractives), gravy (water, modified corn starch, onions, contains 2% or less of: beef base [cooked beef, yeast extract, maltodextrin, caramelized sugar syrup, beef tallow, beef extract, vegetable juice concentrates {onion, carrot, celery}, salt, sugar, corn starch, lactic acid, flavorings], cabernet sauvignon wine, butter [cream, salt], burgundy wine, potassium chloride, sea salt, canola oil, garlic, black pepper), green beans, red skin potatoes (red skin potatoes, sodium acid pyrophosphate), apples (citric and ascorbic acid to retain color), water, brown sugar, carrots, celery, onions, contains 2% or less of: modified corn starch, nonfat dry milk (nonfat dry milk, vitamin a, vitamin d), acetylated monoglycerides, wheat flour, butter flavor (maltodextrin, milk fat anhydrous, modified corn starch, medium chain triglycerides, enzyme-modified butter fat, natural flavor), whey, sweet cream powder (cream, nonfat milk, sodium caseinate), salt, vanilla flavor (water, propylene glycol, natural and artificial flavors [contains ethyl alcohol, corn syrup, invert sugar, caramel color]), caramel flavor (propylene glycol, ethyl alcohol, natural flavors, artificial flavors, water), caramel color. contains: milk, wheat.",
"HEALTHY CHOICE Country Herb Chicken Complete Meal, 11.35 OZ",,"White meat chicken patty (white meat chicken, water, contains 2% or less of: isolated soy protein product [isolated soy protein, modified potato starch, corn starch, carrageenan, soy lecithin], dextrose, salt, potassium chloride, flavoring), roasted red potatoes (red potatoes, canola oil, salt, maltodextrin, wheat starch, dried onion, sugar, red bell pepper, corn starch, parsley, paprika, spices, natural flavor, caramel color, garlic, turmeric extract, annatto extract, citric acid, sodium acid pyrophosphate, dextrose), gravy (water, sherry wine [sulfiting agents], modified corn starch, sweet cream powder [cream, nonfat milk, sodium caseinate], contains 2% or less of: chicken flavor [contains chicken broth, xanthan gum, ascorbic acid, yeast extract, citric acid], soybean oil, salt, onion powder, garlic powder, flavorings, caramel color), corn, water, cherries, blueberries, brown sugar, contains 2% or less of: cherry juice concentrate, modified corn starch, acetylated monoglycerides, almond extract, salt, sugar, malic acid. contains: milk, soy, wheat.",
"HEALTHY CHOICE New England Clam Chowder Soup, 15 OZ",,"Clam Broth, Potatoes, Clams, Onions, Modified Corn Starch, Less Than 2% Of: Celery, Flavor, Titanium Dioxide, Butter, Salt, Powdered Cream (Sweet Cream, Non-Fat Milk, Sodium Caseinate), Potassium Lactate, Sugar, Autolyzed Yeast Extract, Chicken Stock, Potassium Chloride, Spice, Datem, Sodium Tripolyphosphate, Xanthan Gum, Disodium Inosinate And Guanylate, Wheat Flour.CONTAINS: MILK, WHEAT",
"HEALTHY CHOICE Beef Tips Portobello, 11.25 OZ",,"Beef strips in baby portabella mushroom sauce (seasoned cooked beef strips and binder product [beef, water, contains 2% or less of: caramel color, dextrose, seasoning {natural flavor, salt, maltodextrin, dried whey, dried cauliflower, sesame oil}, modified corn starch, potassium chloride, potassium phosphate, salt, sodium phosphate, spice extractives], water, baby portabella mushrooms, onions, contains 2% or less of: modified corn starch, beef base [roasted beef and concentrated beef stock, hydrolyzed {corn and wheat gluten, soy} protein, maltodextrin, corn oil, autolyzed yeast extract, potato starch, sugar, caramel color, flavoring, salt], beef flavor [beef extract, corn syrup, vegetable juice concentrates {carrot, celery}, flavor, soybean oil, maltodextrin, beef, salt, lactic acid, citric acid], canola oil, garlic puree [garlic, dried cane syrup], balsamic vinegar, brown sugar, salt, dijon mustard [water, vinegar, mustard seed, salt, white wine, fruit pectin, citric acid, tartaric acid, sugar, spice], caramel color, locust bean gum, black pepper, datem, mono - and diglycerides), mashed potatoes (rehydrated potato flakes and granules [water, potatoes, mono - and diglycerides, disodium dihydrogen pyrophosphate, citric acid, sodium bisulfite and bht], canola oil, flavoring [mixed triglycerides, natural flavoring, modified corn starch], salt, sugar, black pepper), apples (citric and ascorbic acid to retain color), water, carrots, green beans, brown sugar, contains 2% or less of: modified corn starch, nonfat dry milk (nonfat dry milk, vitamin a, vitamin d), acetylated monoglycerides, wheat flour, butter flavor (maltodextrin, milk fat anhydrous, modified corn starch, medium chain triglycerides, enzyme-modified butter fat, natural flavor), whey, sweet cream powder (cream, nonfat milk, sodium caseinate), salt, vanilla flavor (water, propylene glycol, natural and artificial flavors [contains ethyl alcohol, corn syrup, invert sugar, caramel color]), caramel flavor (propylene glycol, ethyl alcohol, natural flavors, artificial flavors, water), caramel color. contains: milk, soy, wheat.",
"HEALTHY CHOICE Chicken Parmigianino Complete Meal, 11.6 OZ",,"Marinara Sauce (Water, Tomatoes In Puree [Tomatoes, Tomato Puree], Tomato Paste, Onions, Contains 2% Or Less Of: Garlic, Modified Corn Starch, Sugar, Flavorings, Olive Oil, Potassium Chloride, Sea Salt), Breaded Chicken Patty (Chicken Breast, Water, Breader [Wheat Flour, Salt, Spices, Soybean Oil, Dextrose, Yeast Extract, Dried Whey, Colored With Oleoresin Paprika], Batter [Yellow Corn Flour, Corn Starch, Spices, Sugar, Salt, Autolyzed Yeast Extract, Leavening {Sodium Acid Pyrophosphate, Sodium Bicarbonate, Monocalcium Phosphate}, Garlic Powder, Guar Gum], Contains 2% Or Less Of: Soy Protein Isolate, Modified Potato Starch, Modified Corn Starch, Salt, Flavorings, Sodium Tripolyphosphate, Soy Lecithin, Fried In Vegetable Oil), Cooked Pasta (Water, Enriched Wheat Flour [Durum Wheat Semolina, Niacin, Ferrous Sulfate {Iron}, Thiamine Mononitrate, Riboflavin, Folic Acid], Soybean Oil), Broccoli, Apples (Citric Acid And Ascorbic Acid To Retain Color), Water, Reduced Fat Mozzarella Cheese (Pasteurized Skim Milk, Cheese Cultures, Vegetable Oil*, Nonfat Milk, Salt, Modified Food Starch*, Potassium Chloride*, Sodium Citrate*, Sodium Propionate [Preservative], Vitamin A Palmitate, Enzymes [*Ingredients Not Found In Regular Mozzarella Cheese]), Brown Sugar, Modified Food Starch, Cream, Acetylated Monoglycerides, Salt, Alcohol, Natural Flavors. Contains: Milk, Soy, Wheat.",
"HEALTHY CHOICE Sweet And Sour Chicken Complete Meals, 12 OZ",,"Cooked rice (water, white rice), chicken breast fritters (chicken [chicken breast, water, modified corn starch, salt, potassium chloride, potassium phosphate], batter [water, bleached wheat flour, yellow corn flour, leavening {sodium bicarbonate, sodium aluminum phosphate}, whey, salt, eggs, guar gum], predust [enriched wheat flour {wheat flour, niacin, ferrous sulfate (iron), thiamine mononitrate, riboflavin, folic acid}, soybean oil, salt, natural flavor]), broccoli, water, red and green bell pepper, sugar, pineapple tidbits and juice, onions, contains 2% or less of: apple cider vinegar, soy sauce (water, wheat, soybeans, salt, alcohol, vinegar, lactic acid), modified corn starch, tomato paste, ginger, salt, sherry wine, soybean oil, locust bean gum, citric acid, oleoresin paprika, garlic, beet juice concentrate, onion powder, red pepper. contains: egg, milk, soy, wheat.",
"HEALTHY CHOICE Oven Roasted Chicken Complete Meal, 11.4 OZ",,"White meat chicken patty in gravy (white meat chicken patty [white meat chicken, water, contains 2% or less of: isolated soy protein product {isolated soy protein, modified potato starch, corn starch, carrageenan, soy lecithin}, dextrose, salt, potassium chloride, flavoring], chicken broth [water, chicken broth powder {contains chicken broth, ascorbic acid}], contains 2% or less of: modified corn starch, soy sauce [water, wheat, soybeans, salt, alcohol, vinegar, lactic acid], chicken seasoning [contains chicken meat and natural juices, salt, chicken fat, sugar, hydrolyzed {corn and wheat gluten, soy} protein, dried whey, maltodextrin, yeast extract, natural flavoring, disodium inosinate and guanylate, extractives of turmeric and annatto], butter [cream, salt], brown sugar, mirepoix [whey powder, vegetable flavor {contains maltodextrin, vegetable juice concentrates (cabbage, cauliflower)}, autolyzed yeast extract, salt, onion powder, garlic powder, natural flavor], datem, locust bean gum, flavoring, dried onion, dried garlic), mashed potatoes (rehydrated potato flakes and granules [water, potatoes, mono - and diglycerides, disodium dihydrogen pyrophosphate, citric acid, sodium bisulfite and bht], canola oil, flavoring [mixed triglycerides, natural flavoring, modified corn starch], salt, sugar, black pepper), peaches (citric and ascorbic acid to retain color), water, green beans, carrots, contains 2% or less of: brown sugar, corn syrup, modified corn starch, whiskey flavor (water, whiskey, salt), spices, citric acid. contains: milk, soy, wheat.",
"HEALTHY CHOICE Microwaveable Cheese Tortellini Soup, 14 OZ",,"Water, Tomatoes With Juice, Tomato Puree (Water, Tomato Paste), Cheese Tortellini Pasta (Water, Whole Wheat Flour, Durum Flour, Ricotta Cheese [Pasteurized Whey, Milk-Fat and Milk], Parmesan Cheese [Pasteurized Part Skim Milk, Cheese Cultures, Salt, Enzymes], Romano Cheese [Pasteurized Cow's Milk, Cheese Cultures, Salt, Enzymes], Baked Wheat Flour [Wheat Flour, Sugar, Soybean Oil, Yeast], Whole Eggs, Provolone Cheese [Pasteurized Whole Milk, Cheese Culture, Salt, Enzymes], Egg Whites, Salt, Black Pepper), Less Than 2% Of: Corn Starch, Dried Onion, Sugar, SautÃƒÂ©ed Vegetables (Carrots, Celery, Onions), Basil, Salt, Garlic Powder, Sea Salt, Soybean Oil, Calcium Chloride, Citric Acid, Natural Flavors, Onion Powder. CONTAINS: EGG, MILK, WHEAT.",
"HEALTHY CHOICE Microwaveable Thai Chicken with Brown Rice Soup, 14 OZ",,"Water, Cooked Chicken (White Meat Chicken, Water, Modified Rice Starch, Isolated Soy Protein, Salt, Sodium Phosphates), Carrots, Peas, Brown Rice, Less Than 2% Of: Celery, Onions, Modified Corn Starch, Cream, Flavorings, Potassium Chloride, Salt, Sugar, Nonfat Milk, Rendered Chicken Fat, Yeast Extract, Spice And Coloring (Contains Paprika), Dried Coconut Milk, Chicken Fat, Citric Acid, Sodium Caseinate, Polysorbate 80, Lactic Acid, Malic Acid, Mannitol. CONTAINS: MILK, SOY, TREE NUT (COCONUT).",
"HEALTHY CHOICE Microwaveable Mediterranean Style Chicken With Orzo Soup, 14 OZ",,"Water, Chicken (White Meat Chicken, Water, Modified Rice Starch, Isolated Soy Protein, Salt, Sodium Phosphates), Carrots, Orzo Pasta (Whole Grain Wheat Flour (UltraGrainÃ‚Â®), Egg White), Green Beans, Celery, Red Bell Peppers, Less Than 2% Of: Modified Corn Starch, Flavorings, Potassium Chloride, Salt, Rendered Chicken Fat, Olive Oil, Maltodextrin, Sugar, Yeast Extract, Tomato Powder, Potato Maltodextrin, Mixed Triglycerides, Tapioca Maltodextrin, Chicken Fat, Malic Acid.CONTAINS: EGG, SOY, WHEAT.",
"HEALTHY CHOICE Slow Roasted Turkey, 9 OZ",,"Gravy (water, modified corn starch, chicken fat, contains 2% or less of: turkey type flavor [turkey broth, salt, hydrolyzed soy protein, autolyzed yeast extract, turkey fat, corn starch, carrot juice concentrate, grill flavor, disodium inosinate and guanylate], artificial chicken drippings flavor [hydrolyzed corn and soy protein, natural flavor {sugar, salt, autolyzed yeast extract}, partially hydrogenated cottonseed and soybean oil, maltodextrin, disodium inosinate and guanylate, autolyzed yeast extract, thiamine hydrochloride, tricalcium phosphate, artificial flavor], mirepoix [whey, vegetable flavor {maltodextrin, vegetable concentrates (cabbage, cauliflower)}, autolyzed yeast extract, salt, onion powder, garlic powder, natural flavor], salt, datem, mono - and diglycerides, spices), turkey (turkey breast, water, contains 2% or less of: isolated soy protein product [isolated soy protein, modified potato starch, corn starch, carrageenan, soy lecithin], olive oil, chicken broth powder [maltodextrin, chicken broth, salt, flavors], dextrose, salt, potassium chloride, potassium and sodium phosphates, spice extractives [spice extractives with polysorbate 80, canola oil, soybean oil, flavor]), potatoes (red skin potatoes, disodium dihydrogen pyrophosphate), butternut squash, green beans, fried onions (onions, palm oil, wheat flour, salt, dextrose). contains: milk, soy, wheat.",
HEALTHY CHOICE Ravioli Florentine Marinara,,"Stuffed cheese & spinach ravioli (whole wheat [ultragrainâ®] and durum wheat flour, water, ricotta cheese [whey, cream, vinegar, carrageenan], ricotta cheese [whey, skim milk, vinegar, xanthan gum, vitamin a palmitate], spinach, egg, asiago cheese [cultured milk, salt, enzymes], parmesan cheese [part-skim milk, cheese cultures, salt, enzymes], corn starch, romano cheese made from cow's milk [cultured milk, salt, enzymes], salt, spice), tomatoes in juice (tomatoes, tomato juice, calcium chloride, citric acid), water, onions, tomato paste, part-skim mozzarella cheese ([pasteurized milk, cultures, salt, enzymes], whey protein concentrate), contains 2% or less of: spinach, sugar, garlic puree (garlic, dried cane syrup), basil, modified corn starch, salt, oregano, black pepper, ground fennel. contains: egg, milk, wheat.",
